source,date,author,url,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Pro Football Network,01/09/23,James Fragoza,https://www.nflmockdraftdatabase.com/mock-drafts/2023/pro-football-network-2023-james-fragoza?date=2023-01-09,"['chicago-bears', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['indianapolis-colts', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['seattle-seahawks', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['detroit-lions', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['las-vegas-raiders', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['atlanta-falcons', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['carolina-panthers', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['philadelphia-eagles', 'Brian Branch', 'S', 'Alabama', 'SEC']","['tennessee-titans', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['houston-texans', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['new-york-jets', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['new-england-patriots', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['green-bay-packers', 'B.J. Ojulari', 'EDGE', 'LSU', 'SEC']","['washington-commanders', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['pittsburgh-steelers', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['detroit-lions', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['tampa-bay-buccaneers', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['seattle-seahawks', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['jacksonville-jaguars', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['new-york-giants', 'Rashee Rice', 'WR', 'SMU', 'AAC']","['baltimore-ravens', 'Josh Downs', 'WR', 'North Carolina', 'ACC']","['los-angeles-chargers', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['dallas-cowboys', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['cincinnati-bengals', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['minnesota-vikings', 'Clark Phillips III', 'CB', 'Utah', 'Pac-12']","['denver-broncos', 'Isaiah Foskey', 'EDGE', 'Notre Dame', 'FBS Independent']","['buffalo-bills', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['kansas-city-chiefs', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['philadelphia-eagles', 'Siaki Ika', 'DL', 'Baylor', 'Big 12']"
Football Guys,01/09/23,Staff,https://www.nflmockdraftdatabase.com/mock-drafts/2023/football-guys-2023?date=2023-01-09,"['chicago-bears', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['houston-texans', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['indianapolis-colts', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['seattle-seahawks', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['detroit-lions', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['las-vegas-raiders', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['atlanta-falcons', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['carolina-panthers', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['philadelphia-eagles', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['tennessee-titans', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['houston-texans', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['new-york-jets', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['new-england-patriots', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['green-bay-packers', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['washington-commanders', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['pittsburgh-steelers', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['detroit-lions', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['seattle-seahawks', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['new-york-giants', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['baltimore-ravens', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['dallas-cowboys', 'Brian Branch', 'S', 'Alabama', 'SEC']","['los-angeles-chargers', 'Josh Downs', 'WR', 'North Carolina', 'ACC']","['tampa-bay-buccaneers', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['jacksonville-jaguars', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['minnesota-vikings', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['cincinnati-bengals', 'Darnell Washington', 'TE', 'Georgia', 'SEC']","['denver-broncos', 'Isaiah Foskey', 'EDGE', 'Notre Dame', 'FBS Independent']","['buffalo-bills', 'Kayshon Boutte', 'WR', 'LSU', 'SEC']","['philadelphia-eagles', 'Antonio Johnson', 'S', 'Texas A&M', 'SEC']","['kansas-city-chiefs', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']"
Pro Football Focus,01/09/23,Michael Renner,https://www.nflmockdraftdatabase.com/mock-drafts/2023/pro-football-focus-2023-michael-renner?date=2023-01-09,"['indianapolis-colts', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['houston-texans', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['chicago-bears', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['seattle-seahawks', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['detroit-lions', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['las-vegas-raiders', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['atlanta-falcons', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['carolina-panthers', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['philadelphia-eagles', 'Brian Branch', 'S', 'Alabama', 'SEC']","['tennessee-titans', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['houston-texans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['new-york-jets', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['new-england-patriots', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['green-bay-packers', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['washington-commanders', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['pittsburgh-steelers', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['detroit-lions', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['tampa-bay-buccaneers', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['seattle-seahawks', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['jacksonville-jaguars', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['new-york-giants', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['baltimore-ravens', 'Darnell Washington', 'TE', 'Georgia', 'SEC']","['los-angeles-chargers', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['dallas-cowboys', 'Drew Sanders', 'LB', 'Arkansas', 'SEC']","['cincinnati-bengals', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['minnesota-vikings', 'Tanner McKee', 'QB', 'Stanford', 'Pac-12']","['denver-broncos', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['buffalo-bills', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['kansas-city-chiefs', 'Luke Musgrave', 'TE', 'Oregon St.', 'Pac-12']","['philadelphia-eagles', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']"
NFL Mocks,01/09/23,Hunter Haas,https://www.nflmockdraftdatabase.com/mock-drafts/2023/nfl-mocks-2023-hunter-haas?date=2023-01-09,"['indianapolis-colts', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['chicago-bears', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['carolina-panthers', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['detroit-lions', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['las-vegas-raiders', 'Peter Skoronski', 'IOL', 'Northwestern', 'Big Ten']","['atlanta-falcons', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['seattle-seahawks', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['philadelphia-eagles', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['tennessee-titans', 'Paris Johnson Jr.', 'IOL', 'Ohio St.', 'Big Ten']","['houston-texans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['new-york-jets', 'Broderick Jones', 'IOL', 'Georgia', 'SEC']","['new-england-patriots', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['green-bay-packers', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['washington-commanders', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['pittsburgh-steelers', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['detroit-lions', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['tampa-bay-buccaneers', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['seattle-seahawks', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['jacksonville-jaguars', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['new-york-giants', 'Rashee Rice', 'WR', 'SMU', 'AAC']","['baltimore-ravens', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['los-angeles-chargers', 'Siaki Ika', 'DL', 'Baylor', 'Big 12']","['dallas-cowboys', 'Emmanuel Forbes', 'CB', 'Mississippi St.', 'SEC']","['cincinnati-bengals', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['minnesota-vikings', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['denver-broncos', 'Anton Harrison', 'IOL', 'Oklahoma', 'Big 12']","['buffalo-bills', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['kansas-city-chiefs', 'Jaelyn Duncan', 'IOL', 'Maryland', 'Big Ten']","['philadelphia-eagles', 'Brian Branch', 'S', 'Alabama', 'SEC']"
NFL Spin Zone,01/09/23,Randy Gurzi,https://www.nflmockdraftdatabase.com/mock-drafts/2023/nfl-spin-zone-2023-randy-gurzi?date=2023-01-09,"['chicago-bears', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['houston-texans', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['indianapolis-colts', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['seattle-seahawks', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['detroit-lions', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['las-vegas-raiders', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['atlanta-falcons', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['carolina-panthers', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['philadelphia-eagles', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['tennessee-titans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['houston-texans', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['new-york-jets', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['new-england-patriots', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['green-bay-packers', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['washington-commanders', 'Darnell Washington', 'TE', 'Georgia', 'SEC']","['detroit-lions', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['pittsburgh-steelers', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['tampa-bay-buccaneers', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['seattle-seahawks', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['jacksonville-jaguars', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['new-york-giants', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['baltimore-ravens', 'Isaiah Foskey', 'EDGE', 'Notre Dame', 'FBS Independent']","['los-angeles-chargers', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['dallas-cowboys', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['cincinnati-bengals', 'Clark Phillips III', 'CB', 'Utah', 'Pac-12']","['minnesota-vikings', 'B.J. Ojulari', 'EDGE', 'LSU', 'SEC']","['denver-broncos', 'Felix Anudike-Uzomah', 'EDGE', 'Kansas St.', 'Big 12']","['buffalo-bills', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['kansas-city-chiefs', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['philadelphia-eagles', 'Antonio Johnson', 'S', 'Texas A&M', 'SEC']"
CBS,01/09/23,Ryan Wilson,https://www.nflmockdraftdatabase.com/mock-drafts/2023/cbs-2023-ryan-wilson?date=2023-01-09,"['chicago-bears', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['indianapolis-colts', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['seattle-seahawks', 'Myles Murphy', 'DL', 'Clemson', 'ACC']","['detroit-lions', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['las-vegas-raiders', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['atlanta-falcons', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['carolina-panthers', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['philadelphia-eagles', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['tennessee-titans', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['houston-texans', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['new-york-jets', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['new-england-patriots', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['green-bay-packers', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['washington-commanders', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['pittsburgh-steelers', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['detroit-lions', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['tampa-bay-buccaneers', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['seattle-seahawks', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['jacksonville-jaguars', 'Brian Branch', 'CB', 'Alabama', 'SEC']","['new-york-giants', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['baltimore-ravens', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['los-angeles-chargers', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['dallas-cowboys', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['cincinnati-bengals', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['minnesota-vikings', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['denver-broncos', 'Drew Sanders', 'EDGE', 'Arkansas', 'SEC']","['buffalo-bills', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['kansas-city-chiefs', 'Blake Freeland', 'OT', 'BYU', 'FBS Independent']","['philadelphia-eagles', 'Antonio Johnson', 'S', 'Texas A&M', 'SEC']"
Bleacher Report,01/09/23,Staff,https://www.nflmockdraftdatabase.com/mock-drafts/2023/bleacher-report-2023?date=2023-01-09,"['chicago-bears', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['arizona-cardinals', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['indianapolis-colts', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['seattle-seahawks', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['detroit-lions', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['las-vegas-raiders', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['atlanta-falcons', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['carolina-panthers', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['philadelphia-eagles', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['tennessee-titans', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['houston-texans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['new-york-jets', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['new-england-patriots', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['green-bay-packers', 'Darnell Washington', 'TE', 'Georgia', 'SEC']","['washington-commanders', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['pittsburgh-steelers', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['detroit-lions', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['tampa-bay-buccaneers', 'B.J. Ojulari', 'EDGE', 'LSU', 'SEC']","['seattle-seahawks', 'Siaki Ika', 'DL', 'Baylor', 'Big 12']","['jacksonville-jaguars', 'Chris Smith II', 'S', 'Georgia', 'SEC']","['new-york-giants', 'Clark Phillips III', 'CB', 'Utah', 'Pac-12']","['baltimore-ravens', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['los-angeles-chargers', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['dallas-cowboys', 'Eli Ricks', 'CB', 'Alabama', 'SEC']","['cincinnati-bengals', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['minnesota-vikings', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['denver-broncos', 'Cody Mauch', 'IOL', 'North Dakota St.', 'FCS']","['buffalo-bills', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['kansas-city-chiefs', 'Isaiah Foskey', 'EDGE', 'Notre Dame', 'FBS Independent']","['philadelphia-eagles', 'Andre Carter II', 'EDGE', 'Army', 'FBS Independent']"
Pro Football Network,01/07/23,Ben Rolfe,https://www.nflmockdraftdatabase.com/mock-drafts/2023/pro-football-network-2023-ben-rolfe?date=2023-01-07,"['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['chicago-bears', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['seattle-seahawks', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['arizona-cardinals', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['indianapolis-colts', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['detroit-lions', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['atlanta-falcons', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['las-vegas-raiders', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['carolina-panthers', 'Noah Sewell', 'LB', 'Oregon', 'Pac-12']","['philadelphia-eagles', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['tennessee-titans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['houston-texans', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['new-york-jets', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['washington-commanders', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['pittsburgh-steelers', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['green-bay-packers', 'Kayshon Boutte', 'WR', 'LSU', 'SEC']","['detroit-lions', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['seattle-seahawks', 'Brian Branch', 'S', 'Alabama', 'SEC']","['jacksonville-jaguars', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['tampa-bay-buccaneers', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['new-england-patriots', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['new-york-giants', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['baltimore-ravens', 'Clark Phillips III', 'CB', 'Utah', 'Pac-12']","['los-angeles-chargers', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['cincinnati-bengals', 'Antonio Johnson', 'S', 'Texas A&M', 'SEC']","['minnesota-vikings', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['dallas-cowboys', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['denver-broncos', 'B.J. Ojulari', 'EDGE', 'LSU', 'SEC']","['buffalo-bills', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['kansas-city-chiefs', 'Josh Downs', 'WR', 'North Carolina', 'ACC']","['philadelphia-eagles', 'Jahmyr Gibbs', 'RB', 'Alabama', 'SEC']"
Sportsnaut,01/06/23,Andrew Buller-Russ,https://www.nflmockdraftdatabase.com/mock-drafts/2023/sportsnaut-2023-andrew-buller-russ?date=2023-01-06,"['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['chicago-bears', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['seattle-seahawks', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['arizona-cardinals', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['indianapolis-colts', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['detroit-lions', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['las-vegas-raiders', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['atlanta-falcons', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['carolina-panthers', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['philadelphia-eagles', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['tennessee-titans', 'Peter Skoronski', 'OT', 'Nebraska', 'Big Ten']","['houston-texans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['new-york-jets', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['washington-commanders', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['pittsburgh-steelers', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['green-bay-packers', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['detroit-lions', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['seattle-seahawks', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['jacksonville-jaguars', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['tampa-bay-buccaneers', 'Jared Verse', 'EDGE', 'Florida St.', 'ACC']","['new-england-patriots', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['new-york-giants', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['los-angeles-chargers', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['baltimore-ravens', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['cincinnati-bengals', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['minnesota-vikings', 'Clark Phillips III', 'CB', 'Utah', 'Pac-12']","['dallas-cowboys', 'Brian Branch', 'S', 'Alabama', 'SEC']","['denver-broncos', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['buffalo-bills', 'Darnell Washington', 'TE', 'Georgia', 'SEC']","['kansas-city-chiefs', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['philadelphia-eagles', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']"
Roll Tide Wire,01/06/23,Patrick Conn,https://www.nflmockdraftdatabase.com/mock-drafts/2023/roll-tide-wire-2023-patrick-conn?date=2023-01-06,"['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['chicago-bears', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['seattle-seahawks', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['arizona-cardinals', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['indianapolis-colts', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['detroit-lions', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['atlanta-falcons', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['las-vegas-raiders', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['carolina-panthers', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['philadelphia-eagles', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['tennessee-titans', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['houston-texans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['new-york-jets', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['washington-commanders', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['pittsburgh-steelers', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['green-bay-packers', 'Brian Branch', 'S', 'Alabama', 'SEC']","['detroit-lions', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['seattle-seahawks', 'Jared Verse', 'EDGE', 'Florida St.', 'ACC']","['jacksonville-jaguars', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['tampa-bay-buccaneers', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['new-england-patriots', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['new-york-giants', 'Clark Phillips III', 'CB', 'Utah', 'Pac-12']","['baltimore-ravens', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['los-angeles-chargers', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['cincinnati-bengals', 'Darnell Washington', 'TE', 'Georgia', 'SEC']","['minnesota-vikings', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['dallas-cowboys', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['denver-broncos', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['buffalo-bills', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['kansas-city-chiefs', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['philadelphia-eagles', 'Jahmyr Gibbs', 'RB', 'Alabama', 'SEC']"
